Bike Name,Price,Feature,Value,Section Title
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Battery Type,Li-ion,Motor & Battery
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Transmission,Manual,Motor & Battery
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Charging At Home,No,Charging
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Charging At Charging Station,No,Charging
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Suspension Front,Telescopic,Underpinnings
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Suspension Rear,Pro-Link,Underpinnings
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Brakes Front,Double Disc,Underpinnings
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Brakes Rear,Disc,Underpinnings
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,ABS,Dual Channel,Underpinnings
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Tyre Size,Front :-90/90-21 Rear :-150/70-R18,Underpinnings
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Wheel Size,"Front :-533.4 mm,Rear :-457.2 mm",Underpinnings
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Wheels Type,Spoke,Underpinnings
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Frame,Semi Double Cradle,Underpinnings
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Tubeless Tyre,Tube,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Engine Type,"Liquid cooled, 4-stroke, SOHC, 4-valve",Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Displacement,155 cc,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Max Torque,14.1 Nm @ 7500 rpm,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,No. of Cylinders,1,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Valve Per Cylinder,4,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Starting,Self Start Only,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Clutch,"Wet, Multiple Disc",Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Gear Box,Constant mesh 6 Speed,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Bore,58.0 mm,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Stroke,58.7 mm,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Compression Ratio,11.6 :1,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Emission Type,bs6,Engine and Transmission
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Instrument Console,Digital,Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Bluetooth Connectivity,Bluetooth,Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Call/SMS Alerts,Yes,Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Speedometer,Digital,Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Techometer,Digital,Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Tripmeter,Digital,Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Additional Features Of Variant,"Y-Connect, VVA, Gear Position Indicator, Fuel consumption indicator, Shift timing light, VVA indicator, Sidestand engine cut-off switch, Position Light - LED, Phone Battery Level Status, Maintenance Recommendations, Last Parking Location, Malfunction Notification, Revs Dashboard, Ranking, Aluminium Swingarm",Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Seat Type,Split,Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Clock,Digital,Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Passenger Footrest,Yes,Features
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Mobile Application,Yes,Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Speedometer,Digital,Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Tachometer,Digital,Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Tripmeter,Digital,Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Fuel Gauge,Digital,Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Clock,Digital,Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Additional Features,"Y-Connect, VVA, Gear Position Indicator, Fuel consumption indicator, Shift timing light, VVA indicator, Sidestand engine cut-off switch, Position Light - LED, Phone Battery Level Status, Maintenance Recommendations, Last Parking Location, Malfunction Notification, Revs Dashboard, Ranking, Aluminium Swingarm",Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Passenger Footrest,Yes,Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Engine Kill Switch,Yes,Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Display,Yes,Features and Safety
Yamaha MT 15 V2,1.68 - 1.74 Lakh,City Mileage,56.87 kmpl,Mileage and Performance
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Highway Mileage,47.94 kmpl,Mileage and Performance
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Body Type,Sports Bikes,Chassis and Suspension
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Width,800 mm,Dimensions and Capacity
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Length,2015 mm,Dimensions and Capacity
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Height,1070 mm,Dimensions and Capacity
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Fuel Capacity,10 L,Dimensions and Capacity
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Saddle Height,810 mm,Dimensions and Capacity
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Ground Clearance,170 mm,Dimensions and Capacity
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Wheelbase,1325 mm,Dimensions and Capacity
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Kerb Weight,139 kg,Dimensions and Capacity
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Headlight,LED,Electricals
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Tail Light,LED,Electricals
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Turn Signal Lamp,LED,Electricals
Yamaha MT 15 V2,1.68 - 1.74 Lakh,LED Tail Lights,Yes,Electricals
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Front Brake Diameter,282 mm,Tyres and Brakes
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Rear Brake Diameter,220 mm,Tyres and Brakes
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Radial Tyre,Yes,Tyres and Brakes
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Peak Power,18.4 PS @ 10000 rpm,Motor & Battery
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Drive Type,Chain Drive,Motor & Battery
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Transmission,Manual,Motor & Battery
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Suspension Front,"Telescopic upside down Front Fork, 37 mm",Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Suspension Rear,Linked-type Monocross suspension,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Brakes Front,Disc,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Brakes Rear,Disc,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,ABS,Single Channel,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Tyre Size,Front :-100/80-17 Rear :-140/70R-17,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Wheel Size,Front :-431.8 mm Rear :-431.8 mm inch,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Wheels Type,Alloy,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Frame,Deltabox,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Mobile Application,Yes,What’s Included
Yamaha MT 15 V2,1.68 - 1.74 Lakh,Calls & Messaging,Yes,App Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Engine Type,"Liquid-cooled, 4-stroke, SOHC, 4-valve",Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Displacement,155 cc,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Max Torque,14.2 Nm @ 7500 rpm,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,No. of Cylinders,1,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Valve Per Cylinder,4,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Starting,Self Start Only,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Clutch,"Wet, multiple-disc",Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Gear Box,6 Speed,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Bore,58.0 mm,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Stroke,58.7 mm,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Compression Ratio,11.6 : 1,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Yamaha R15 V4,1.82 - 1.98 Lakh,Bluetooth Connectivity,Bluetooth,Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Speedometer,Digital,Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Tripmeter,Digital,Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Odometer,Digital,Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Additional Features Of Variant,"Position light, Side stand engine cut-off switch, Dual horn, Gear position indicator, Shift timing light, VVA indicator, VVA",Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Seat Type,Split,Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Body Graphics,Yes,Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Clock,Yes,Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Passenger Footrest,Yes,Features
Yamaha R15 V4,1.82 - 1.98 Lakh,Mobile Application,Yes,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Speedometer,Digital,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Odometer,Digital,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Tripmeter,Digital,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Fuel Gauge,Digital,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Pass Switch,Yes,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Clock,Yes,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Riding Modes,"Track,Street",Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Traction Control,Yes,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Quick Shifter,Yes,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Additional Features,"Position light, Side stand engine cut-off switch, Dual horn, Gear position indicator, Shift timing light, VVA indicator, VVA",Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Passenger Footrest,Yes,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,Display,Yes,Features and Safety
Yamaha R15 V4,1.82 - 1.98 Lakh,City Mileage,55.20 kmpl,Mileage and Performance
Yamaha R15 V4,1.82 - 1.98 Lakh,Highway Mileage,60.56 kmpl,Mileage and Performance
Yamaha R15 V4,1.82 - 1.98 Lakh,Overall Mileage,60.56 kmpl,Mileage and Performance
Yamaha R15 V4,1.82 - 1.98 Lakh,Body Type,Sports Bikes,Chassis and Suspension
Yamaha R15 V4,1.82 - 1.98 Lakh,Body Graphics,Yes,Chassis and Suspension
Yamaha R15 V4,1.82 - 1.98 Lakh,Width,725 mm,Dimensions and Capacity
Yamaha R15 V4,1.82 - 1.98 Lakh,Length,1990 mm,Dimensions and Capacity
Yamaha R15 V4,1.82 - 1.98 Lakh,Height,1135 mm,Dimensions and Capacity
Yamaha R15 V4,1.82 - 1.98 Lakh,Fuel Capacity,11 L,Dimensions and Capacity
Yamaha R15 V4,1.82 - 1.98 Lakh,Saddle Height,815 mm,Dimensions and Capacity
Yamaha R15 V4,1.82 - 1.98 Lakh,Ground Clearance,170 mm,Dimensions and Capacity
Yamaha R15 V4,1.82 - 1.98 Lakh,Wheelbase,1325 mm,Dimensions and Capacity
Yamaha R15 V4,1.82 - 1.98 Lakh,Kerb Weight,142 kg,Dimensions and Capacity
Yamaha R15 V4,1.82 - 1.98 Lakh,Headlight,LED,Electricals
Yamaha R15 V4,1.82 - 1.98 Lakh,Tail Light,LED,Electricals
Yamaha R15 V4,1.82 - 1.98 Lakh,Turn Signal Lamp,LED,Electricals
Yamaha R15 V4,1.82 - 1.98 Lakh,Low Fuel Indicator,Yes,Electricals
Yamaha R15 V4,1.82 - 1.98 Lakh,Front Brake Diameter,282 mm,Tyres and Brakes
Yamaha R15 V4,1.82 - 1.98 Lakh,Rear Brake Diameter,220 mm,Tyres and Brakes
Yamaha R15 V4,1.82 - 1.98 Lakh,Radial Tyre,Yes,Tyres and Brakes
Yamaha R15 V4,1.82 - 1.98 Lakh,Peak Power,18.4 PS @ 10000 rpm,Motor & Battery
Yamaha R15 V4,1.82 - 1.98 Lakh,Drive Type,Chain Drive,Motor & Battery
Yamaha R15 V4,1.82 - 1.98 Lakh,Transmission,Manual,Motor & Battery
Yamaha R15 V4,1.82 - 1.98 Lakh,Suspension Front,"Telescopic upside Down Fork (USD Fork), Dia. 37 mm",Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,Suspension Rear,Linked-Type Monocross Suspension,Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,Brakes Front,Disc,Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,Brakes Rear,Disc,Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,ABS,Dual Channel,Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,Tyre Size,"Front :-100/80-17, Rear :-140/70R17",Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,Wheel Size,"Front :-431.8 mm,Rear :-431.8 mm",Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,Wheels Type,Alloy,Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,Frame,Deltabox,Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Yamaha R15 V4,1.82 - 1.98 Lakh,Mobile Application,Yes,What’s Included
Yamaha R15S,1.65 Lakh,Engine Type,"Liquid-cooled, 4-stroke, SOHC, 4-valve",Engine and Transmission
Yamaha R15S,1.65 Lakh,Displacement,155 cc,Engine and Transmission
Yamaha R15S,1.65 Lakh,Max Torque,14.1 Nm @ 8500 rpm,Engine and Transmission
Yamaha R15S,1.65 Lakh,No. of Cylinders,1,Engine and Transmission
Yamaha R15S,1.65 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Yamaha R15S,1.65 Lakh,Valve Per Cylinder,4,Engine and Transmission
Yamaha R15S,1.65 Lakh,Starting,Self Start Only,Engine and Transmission
Yamaha R15S,1.65 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Yamaha R15S,1.65 Lakh,Clutch,"Wet, multiple-disc",Engine and Transmission
Yamaha R15S,1.65 Lakh,Ignition,TCI (Transistor controlled ignition),Engine and Transmission
Yamaha R15S,1.65 Lakh,Gear Box,6-Speed,Engine and Transmission
Yamaha R15S,1.65 Lakh,Bore,58 mm,Engine and Transmission
Yamaha R15S,1.65 Lakh,Stroke,58.7 mm,Engine and Transmission
Yamaha R15S,1.65 Lakh,Compression Ratio,11.6:1,Engine and Transmission
Yamaha R15S,1.65 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Yamaha R15S,1.65 Lakh,Instrument Console,Digital,Features
Yamaha R15S,1.65 Lakh,Speedometer,Digital,Features
Yamaha R15S,1.65 Lakh,Techometer,Digital,Features
Yamaha R15S,1.65 Lakh,Tripmeter,Digital,Features
Yamaha R15S,1.65 Lakh,Odometer,Digital,Features
Yamaha R15S,1.65 Lakh,Additional Features Of Variant,"Auxiliary light, Fuel consumption indicator, Shift timing light, VVA indicator, Side stand engine cut-off switch, Dual horn, Gear position indicator, Inner Tube - 41.0 mm",Features
Yamaha R15S,1.65 Lakh,Seat Type,Single,Features
Yamaha R15S,1.65 Lakh,Body Graphics,Yes,Features
Yamaha R15S,1.65 Lakh,Clock,Yes,Features
Yamaha R15S,1.65 Lakh,Passenger Footrest,Yes,Features
Yamaha R15S,1.65 Lakh,Pass Switch,Yes,Features and Safety
Yamaha R15S,1.65 Lakh,Clock,Yes,Features and Safety
Yamaha R15S,1.65 Lakh,Additional Features,"Auxiliary light, Fuel consumption indicator, Shift timing light, VVA indicator, Side stand engine cut-off switch, Dual horn, Gear position indicator, Inner Tube - 41.0 mm",Features and Safety
Yamaha R15S,1.65 Lakh,Passenger Footrest,Yes,Features and Safety
Yamaha R15S,1.65 Lakh,Engine Kill Switch,Yes,Features and Safety
Yamaha R15S,1.65 Lakh,Display,Yes,Features and Safety
Yamaha R15S,1.65 Lakh,Overall Mileage,40 kmpl,Mileage and Performance
Yamaha R15S,1.65 Lakh,Body Type,Sports Bikes,Chassis and Suspension
Yamaha R15S,1.65 Lakh,Body Graphics,Yes,Chassis and Suspension
Yamaha R15S,1.65 Lakh,Width,725 mm,Dimensions and Capacity
Yamaha R15S,1.65 Lakh,Length,1990 mm,Dimensions and Capacity
Yamaha R15S,1.65 Lakh,Height,1135 mm,Dimensions and Capacity
Yamaha R15S,1.65 Lakh,Fuel Capacity,11 L,Dimensions and Capacity
Yamaha R15S,1.65 Lakh,Saddle Height,815 mm,Dimensions and Capacity
Yamaha R15S,1.65 Lakh,Ground Clearance,170 mm,Dimensions and Capacity
Yamaha R15S,1.65 Lakh,Wheelbase,1325 mm,Dimensions and Capacity
Yamaha R15S,1.65 Lakh,Kerb Weight,142 kg,Dimensions and Capacity
Yamaha R15S,1.65 Lakh,Headlight,LED,Electricals
Yamaha R15S,1.65 Lakh,Tail Light,LED,Electricals
Yamaha R15S,1.65 Lakh,Turn Signal Lamp,LED,Electricals
Yamaha R15S,1.65 Lakh,LED Tail Lights,Yes,Electricals
Yamaha R15S,1.65 Lakh,Low Oil Indicator,Yes,Electricals
Yamaha R15S,1.65 Lakh,Low Fuel Indicator,Yes,Electricals
Yamaha R15S,1.65 Lakh,Front Brake Diameter,282 mm,Tyres and Brakes
Yamaha R15S,1.65 Lakh,Rear Brake Diameter,220 mm,Tyres and Brakes
Yamaha R15S,1.65 Lakh,Radial Tyre,Yes,Tyres and Brakes
Yamaha R15S,1.65 Lakh,Peak Power,18.6 PS @ 10000 rpm,Motor & Battery
Yamaha R15S,1.65 Lakh,Drive Type,Chain Drive,Motor & Battery
Yamaha R15S,1.65 Lakh,Transmission,Manual,Motor & Battery
Yamaha R15S,1.65 Lakh,Suspension Front,Telescopic fork,Underpinnings
Yamaha R15S,1.65 Lakh,Suspension Rear,Monocross (link suspension),Underpinnings
Yamaha R15S,1.65 Lakh,Brakes Front,Disc,Underpinnings
Yamaha R15S,1.65 Lakh,Brakes Rear,Disc,Underpinnings
Yamaha R15S,1.65 Lakh,ABS,Dual Channel,Underpinnings
Yamaha R15S,1.65 Lakh,Tyre Size,Front :-100/80-17 Rear :-140/70-17,Underpinnings
Yamaha R15S,1.65 Lakh,Wheel Size,"Front :-431.8 mm,Rear :-431.8 mm",Underpinnings
Yamaha R15S,1.65 Lakh,Wheels Type,Alloy,Underpinnings
Yamaha R15S,1.65 Lakh,Frame,Deltabox,Underpinnings
Yamaha R15S,1.65 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Engine Type,"Air cooled, 4-stroke, SOHC, 2-valve",Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Displacement,149 cc,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Max Torque,13.3 Nm @ 5500 rpm,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,No. of Cylinders,1,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Cooling System,Air Cooled,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Valve Per Cylinder,2,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Starting,Self Start Only,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Clutch,"Wet, multi-disc",Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Gear Box,5 Speed,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Bore,57.3 mm,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Stroke,57.9 mm,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Compression Ratio,9.6 : 1,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Instrument Console,Digital,Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Bluetooth Connectivity,Bluetooth,Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Speedometer,Digital,Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Tripmeter,Digital,Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Odometer,Digital,Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Additional Features Of Variant,"Muffler Cover, Tank Pad (Optional), Skid Plate (Optional), Rear Footrest (Optional), USB Charger (Optional), Seat Cover (Optional), Engine Guard (Optional),",Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Seat Type,Single,Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Body Graphics,Optional,Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Clock,Digital,Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Passenger Footrest,Yes,Features
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Speedometer,Digital,Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Odometer,Digital,Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Tripmeter,Digital,Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Fuel Gauge,Digital,Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Pass Switch,Yes,Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Clock,Digital,Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Additional Features,"Muffler Cover, Tank Pad (Optional), Skid Plate (Optional), Rear Footrest (Optional), USB Charger (Optional), Seat Cover (Optional), Engine Guard (Optional),",Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Passenger Footrest,Yes,Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Engine Kill Switch,Yes,Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Display,Yes,Features and Safety
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,City Mileage,49.31 kmpl,Mileage and Performance
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Highway Mileage,55.42 kmpl,Mileage and Performance
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Body Type,Sports Bikes,Chassis and Suspension
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Body Graphics,Optional,Chassis and Suspension
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Width,780 mm,Dimensions and Capacity
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Length,1990 mm,Dimensions and Capacity
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Height,1080 mm,Dimensions and Capacity
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Fuel Capacity,13 L,Dimensions and Capacity
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Saddle Height,790 mm,Dimensions and Capacity
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Ground Clearance,165 mm,Dimensions and Capacity
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Wheelbase,1330 mm,Dimensions and Capacity
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Kerb Weight,135 kg,Dimensions and Capacity
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Headlight,LED,Electricals
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Tail Light,Bulb,Electricals
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Turn Signal Lamp,Bulb,Electricals
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Low Fuel Indicator,Yes,Electricals
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Front Brake Diameter,282 mm,Tyres and Brakes
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Rear Brake Diameter,220 mm,Tyres and Brakes
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Radial Tyre,Yes,Tyres and Brakes
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Peak Power,12.4 PS @ 7250 rpm,Motor & Battery
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Drive Type,Chain Drive,Motor & Battery
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Transmission,Manual,Motor & Battery
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Charging At Home,No,Charging
Yamaha FZS-FI V3,1.22 - 1.23 Lakh,Charging At Charging Station,No,Charging
